Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),HVACFan:Fans:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),Fans:Electricity [J](Hourly),General:InteriorLights:Electricity [J](Hourly),General:ExteriorLights:Electricity [J](Hourly),Appl:InteriorEquipment:Electricity [J](Hourly),Misc:InteriorEquipment:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly) 
 01/08  14:00:00,1.887549748,0,0.398268849,0,0.013869942,0.412138792,0.013869942,0.162434887,0.035320572,0.436818903,0.436775846,0.383630748
 01/08  15:00:00,1.438831811,0,0,0,0,0,0,0.17098414,0.03717956,0.40200209,0.461369969,0.346866053
 01/08  16:00:00,1.53106884,0,0,0,0,0,0,0.213730097,0.046474456,0.411726406,0.487016247,0.351691634
 01/08  17:00:00,2.722841939,0,0.790432385,0,0.027495842,0.817928227,0.027495842,0.359066582,0.078077074,0.470575106,0.576054864,0.400710086
 01/08  18:00:00,3.725589601,0,1.079086096,0,0.037468495,1.11655459,0.037468495,0.66683795,0.145000287,0.578065906,0.699814596,0.498886271
 01/08  19:00:00,3.946073747,0,0.78215623,0,0.027161854,0.809318084,0.027161854,0.991707725,0.215641454,0.522761394,0.759787431,0.596427659
 01/08  20:00:00,4.385769499,0,1.214674042,0,0.042172113,1.256846156,0.042172113,1.05155219,0.228654303,0.425376441,0.784250035,0.618660373
 01/08  21:00:00,4.555124065,0,1.617738845,0,0.056153463,1.673892308,0.056153463,0.906215706,0.197051685,0.379510475,0.811211507,0.566812383
 01/08  22:00:00,5.16090623,0,2.478123494,0,0.086021783,2.564145277,0.086021783,0.760879224,0.165449067,0.359614732,0.792272717,0.498115212
 01/08  23:00:00,5.146795307,0,2.956503005,0,0.102658474,3.05916148,0.102658474,0.572796679,0.12455153,0.289154633,0.685610504,0.395090481
 01/08  24:00:00,5.400268434,0,3.70403209,0,0.128670368,3.832702457,0.128670368,0.393263388,0.085512982,0.191618322,0.59578277,0.280958514
 01/09  01:00:00,6.277051983,0,5.073147153,0,0.176254706,5.249401859,0.176254706,0.205180949,0.044615468,0.115167851,0.492803099,0.149452758
 01/09  02:00:00,6.272808138,0,5.270631286,0,0.183219923,5.453851209,0.183219923,0.119688826,0.026025699,0.098370824,0.453741845,0.100699734
 01/09  03:00:00,6.445070208,0,5.508496144,0,0.191639242,5.700135386,0.191639242,0.08549205,0.018589782,0.083450145,0.44848107,0.088491775
 01/09  04:00:00,7.293694813,0,6.339047724,0,0.220551212,6.559598936,0.220551212,0.08549205,0.018589782,0.074752636,0.44216814,0.092663269
 01/09  05:00:00,7.608870546,0,6.60994409,0,0.230043046,6.839987136,0.230043046,0.08549205,0.018589782,0.086845757,0.425465179,0.132060642
 01/09  06:00:00,7.999905331,0,6.759909489,0,0.235370254,6.995279744,0.235370254,0.08549205,0.018589782,0.101815918,0.474784945,0.303512893
 01/09  07:00:00,8.382720979,0,6.558048087,0,0.228385597,6.786433684,0.228385597,0.196631694,0.042756502,0.165077845,0.548567315,0.622823939
 01/09  08:00:00,7.639351246,0,5.358295489,0,0.186780056,5.545075546,0.186780056,0.401812643,0.08737197,0.256398204,0.582893872,0.707869012
 01/09  09:00:00,6.215821506,0,4.082111575,0,0.142359077,4.224470653,0.142359077,0.384714237,0.083654016,0.328206966,0.492803099,0.681542534
 01/09  10:00:00,4.785781171,0,2.994694647,0,0.104425218,3.099119865,0.104425218,0.196631694,0.042756502,0.399981311,0.419415288,0.607446511
 01/09  11:00:00,4.528237549,0,2.843701929,0,0.099047679,2.942749608,0.099047679,0.162434887,0.035320572,0.416780676,0.429279241,0.521242565
 01/09  12:00:00,3.48199957,0,1.88730568,0,0.06573603,1.95304171,0.06573603,0.162434887,0.035320572,0.435735142,0.42941076,0.445626498
 01/09  13:00:00,2.708944759,0,1.213666119,0,0.042278031,1.25594415,0.042278031,0.162434887,0.035320572,0.425637022,0.422177195,0.387000933
 01/09  14:00:00,2.111973209,0,0.69407397,0,0.024171336,0.718245306,0.024171336,0.162434887,0.035320572,0.385966199,0.436775846,0.352800399
 01/09  15:00:00,2.064585297,0,0.675787851,0,0.023516591,0.699304442,0.023516591,0.17098414,0.03717956,0.356355589,0.461369969,0.318961597
 01/09  16:00:00,2.248153204,0,0.761826355,0,0.026487078,0.788313433,0.026487078,0.213730097,0.046474456,0.368490937,0.487016247,0.323698033
 01/09  17:00:00,2.686025054,0,0.829617271,0,0.028828695,0.858445966,0.028828695,0.359066582,0.078077074,0.428670867,0.576054864,0.365279701
 01/09  18:00:00,4.024690315,0,1.450059092,0,0.050368823,1.500427916,0.050368823,0.66683795,0.145000287,0.536821988,0.699814596,0.455357578
 01/09  19:00:00,3.95278634,0,0.882446615,0,0.030660212,0.913106827,0.030660212,0.991707725,0.215641454,0.482732692,0.759787431,0.539380211
 01/09  20:00:00,3.732782899,0,0.684560985,0,0.023791632,0.708352617,0.023791632,1.05155219,0.228654303,0.385424228,0.784250035,0.554119525
 01/09  21:00:00,3.480648639,0,0.678095002,0,0.023572286,0.701667288,0.023572286,0.906215706,0.197051685,0.338845877,0.811211507,0.505226575
 01/09  22:00:00,3.061085651,0,0.539760739,0,0.018755317,0.558516056,0.018755317,0.760879224,0.165449067,0.318073398,0.792272717,0.445465187
 01/09  23:00:00,3.056281875,0,1.009406731,0,0.03506316,1.04446989,0.03506316,0.572796679,0.12455153,0.256145886,0.685610504,0.352277386
 01/09  24:00:00,2.990145786,0,1.420293031,0,0.049311623,1.469604654,0.049311623,0.393263388,0.085512982,0.173494336,0.59578277,0.252057656
 01/10  01:00:00,3.011409398,0,1.921733697,0,0.066700713,1.98843441,0.066700713,0.205180949,0.044615468,0.115167851,0.492803099,0.144777621
 01/10  02:00:00,3.315546499,0,2.417672357,0,0.083908499,2.501580856,0.083908499,0.119688826,0.026025699,0.098370824,0.453741845,0.095708448
 01/10  03:00:00,3.481978301,0,2.650538969,0,0.092003323,2.742542292,0.092003323,0.08549205,0.018589782,0.083450145,0.44848107,0.082992962
 01/10  04:00:00,3.74220208,0,2.91225327,0,0.101110296,3.013363566,0.101110296,0.08549205,0.018589782,0.074752636,0.44216814,0.087405906
 01/10  05:00:00,4.304590481,0,3.422596914,0,0.118828574,3.541425488,0.118828574,0.08549205,0.018589782,0.086845757,0.425465179,0.126342225
 01/10  06:00:00,4.947415742,0,3.815644882,0,0.132480701,3.948125583,0.132480701,0.08549205,0.018589782,0.101815918,0.474784945,0.298177465
 01/10  07:00:00,6.529185408,0,4.77184096,0,0.165686974,4.937527934,0.165686974,0.196631694,0.042756502,0.165077845,0.548567315,0.618194118
 01/10  08:00:00,6.494779474,0,4.256848566,0,0.147859122,4.404707688,0.147859122,0.401812643,0.08737197,0.256398204,0.582893872,0.703665098
 01/10  09:00:00,6.158862031,0,4.030062468,0,0.140068668,4.170131137,0.140068668,0.384714237,0.083654016,0.328206966,0.492803099,0.678922575
 01/10  10:00:00,5.881003046,0,4.05395268,0,0.140892758,4.194845438,0.140892758,0.196631694,0.042756502,0.399981311,0.419415288,0.606942813
 01/10  11:00:00,5.984516514,0,4.249921553,0,0.147666358,4.397587911,0.147666358,0.162434887,0.035320572,0.416780676,0.429279241,0.522683226
 01/10  12:00:00,5.036574456,0,3.387527892,0,0.117762037,3.505289929,0.117762037,0.162434887,0.035320572,0.435735142,0.42941076,0.447953165
 01/10  13:00:00,4.167464317,0,2.621521287,0,0.091170016,2.712691303,0.091170016,0.162434887,0.035320572,0.425637022,0.422177195,0.388773338
 01/10  14:00:00,3.765936549,0,2.290395045,0,0.079620975,2.37001602,0.079620975,0.162434887,0.035320572,0.385966199,0.436775846,0.354993025
 01/10  15:00:00,3.640205593,0,2.196738236,0,0.076357187,2.273095424,0.076357187,0.17098414,0.03717956,0.356355589,0.461369969,0.320790912
 01/10  16:00:00,4.267687887,0,2.711229126,0,0.094158562,2.805387688,0.094158562,0.213730097,0.046474456,0.368490937,0.487016247,0.326158461
 01/10  17:00:00,4.950978636,0,3.015626647,0,0.104719098,3.120345744,0.104719098,0.359066582,0.078077074,0.428670867,0.576054864,0.368333506
 01/10  18:00:00,5.914086451,0,3.272597613,0,0.113670868,3.386268481,0.113670868,0.66683795,0.145000287,0.536821988,0.699814596,0.458913149
 01/10  19:00:00,6.006772054,0,2.86416152,0,0.099525383,2.963686903,0.099525383,0.991707725,0.215641454,0.482732692,0.759787431,0.542785848
 01/10  20:00:00,6.336847985,0,3.197357993,0,0.111099114,3.308457107,0.111099114,1.05155219,0.228654303,0.385424228,0.784250035,0.558080121
 01/10  21:00:00,7.320692362,0,4.385405772,0,0.15231327,4.537719042,0.15231327,0.906215706,0.197051685,0.338845877,0.811211507,0.509218545
 01/10  22:00:00,7.196916026,0,4.532407353,0,0.157480264,4.689887617,0.157480264,0.760879224,0.165449067,0.318073398,0.792272717,0.449924001
 01/10  23:00:00,7.24974746,0,5.056806922,0,0.175814077,5.232620998,0.175814077,0.572796679,0.12455153,0.256145886,0.685610504,0.357591863
 01/10  24:00:00,7.743191418,0,6.00811906,0,0.208918074,6.217037134,0.208918074,0.393263388,0.085512982,0.173494336,0.59578277,0.257670809
 01/11  01:00:00,8.041675163,0,6.777020871,0,0.235732932,7.012753803,0.235732932,0.205180949,0.044615468,0.115167851,0.492803099,0.150723993
 01/11  02:00:00,8.313664607,0,7.241435907,0,0.252025199,7.493461106,0.252025199,0.119688826,0.026025699,0.098370824,0.453741845,0.101946306
 01/11  03:00:00,8.531015553,0,7.522871722,0,0.261974754,7.784846475,0.261974754,0.08549205,0.018589782,0.083450145,0.44848107,0.089726031
 01/11  04:00:00,8.835636292,0,7.827882199,0,0.272692798,8.100574997,0.272692798,0.08549205,0.018589782,0.074752636,0.44216814,0.093628687
 01/11  05:00:00,8.915271809,0,7.871473586,0,0.274258685,8.145732271,0.274258685,0.08549205,0.018589782,0.086845757,0.425465179,0.13271677
 01/11  06:00:00,9.004814166,0,7.730082889,0,0.269426304,7.999509193,0.269426304,0.08549205,0.018589782,0.101815918,0.474784945,0.304192279
 01/11  07:00:00,9.319238484,0,7.461919015,0,0.260149542,7.722068557,0.260149542,0.196631694,0.042756502,0.165077845,0.548567315,0.623706571
 01/11  08:00:00,9.692299251,0,7.340731265,0,0.255990342,7.596721608,0.255990342,0.401812643,0.08737197,0.256398204,0.582893872,0.709170955
 01/11  09:00:00,9.503310804,0,7.256333855,0,0.253035612,7.509369467,0.253035612,0.384714237,0.083654016,0.328206966,0.492803099,0.684133017
 01/11  10:00:00,9.183355313,0,7.239888122,0,0.252464054,7.492352176,0.252464054,0.196631694,0.042756502,0.399981311,0.419415288,0.611788342
 01/11  11:00:00,9.401273101,0,7.546127894,0,0.263136725,7.809264619,0.263136725,0.162434887,0.035320572,0.416780676,0.429279241,0.527763105
 01/11  12:00:00,8.096173922,0,6.338604712,0,0.221208385,6.559813097,0.221208385,0.162434887,0.035320572,0.435735142,0.42941076,0.453029463
 01/11  13:00:00,7.101003367,0,5.450584532,0,0.19030232,5.640886852,0.19030232,0.162434887,0.035320572,0.425637022,0.422177195,0.39411684
 01/11  14:00:00,6.471471536,0,4.899625017,0,0.170997146,5.070622162,0.170997146,0.162434887,0.035320572,0.385966199,0.436775846,0.35992187
 01/11  15:00:00,5.256698032,0,3.753434443,0,0.131019905,3.884454348,0.131019905,0.17098414,0.03717956,0.356355589,0.461369969,0.325924426
 01/11  16:00:00,5.134697123,0,3.544364903,0,0.123736292,3.668101196,0.123736292,0.213730097,0.046474456,0.368490937,0.487016247,0.33045419
 01/11  17:00:00,6.29583707,0,4.31067756,0,0.150224519,4.46090208,0.150224519,0.359066582,0.078077074,0.428670867,0.576054864,0.372635604
 01/11  18:00:00,8.10494606,0,5.384933876,0,0.187593539,5.572527415,0.187593539,0.66683795,0.145000287,0.536821988,0.699814596,0.463513824
 01/11  19:00:00,8.244340341,0,5.020973584,0,0.175062379,5.196035963,0.175062379,0.991707725,0.215641454,0.482732692,0.759787431,0.548005075
 01/11  20:00:00,8.674382175,0,5.450771365,0,0.190095242,5.640866607,0.190095242,1.05155219,0.228654303,0.385424228,0.784250035,0.563204811
 01/11  21:00:00,9.137318787,0,6.135108827,0,0.213908599,6.349017426,0.213908599,0.906215706,0.197051685,0.338845877,0.811211507,0.514546587
 01/11  22:00:00,8.946498204,0,6.217644673,0,0.216855297,6.434499969,0.216855297,0.760879224,0.165449067,0.318073398,0.792272717,0.454893827
 01/11  23:00:00,9.235420612,0,6.970576174,0,0.243162266,7.21373844,0.243162266,0.572796679,0.12455153,0.256145886,0.685610504,0.362147573
 01/11  24:00:00,9.479259476,0,7.68077383,0,0.267946453,7.948720283,0.267946453,0.393263388,0.085512982,0.173494336,0.59578277,0.262055718
 01/12  01:00:00,9.369576413,0,8.05515244,0,0.281123984,8.336276425,0.281123984,0.205180949,0.044615468,0.115167851,0.492803099,0.155102622
 01/12  02:00:00,9.212140913,0,8.105175352,0,0.282485848,8.3876612,0.282485848,0.119688826,0.026025699,0.098370824,0.453741845,0.106222518
 01/12  03:00:00,9.173041172,0,8.140745453,0,0.282485848,8.423231302,0.282485848,0.08549205,0.018589782,0.083450145,0.44848107,0.093366823
 01/12  04:00:00,9.221418094,0,8.199669157,0,0.282485848,8.482155006,0.282485848,0.08549205,0.018589782,0.074752636,0.44216814,0.097830481
 01/12  05:00:00,9.326709179,0,8.270371569,0,0.282485848,8.552857418,0.282485848,0.08549205,0.018589782,0.086845757,0.425465179,0.137028993
 01/12  06:00:00,9.632591768,0,8.339982169,0,0.282485848,8.622468017,0.282485848,0.08549205,0.018589782,0.101815918,0.474784945,0.309011057
 01/12  07:00:00,10.30103853,0,8.416355983,0,0.282485848,8.698841832,0.282485848,0.196631694,0.042756502,0.165077845,0.548567315,0.628733341
 01/12  08:00:00,10.68339686,0,8.300446547,0,0.282485848,8.582932395,0.282485848,0.401812643,0.08737197,0.256398204,0.582893872,0.714057776
 01/12  09:00:00,9.828940612,0,7.568904866,0,0.262682513,7.831587379,0.262682513,0.384714237,0.083654016,0.328206966,0.492803099,0.687544913
 01/12  10:00:00,7.813824904,0,5.914911087,0,0.206781024,6.121692112,0.206781024,0.196631694,0.042756502,0.399981311,0.419415288,0.612917997
 01/12  11:00:00,6.601369864,0,4.841992221,0,0.169387911,5.011380133,0.169387911,0.162434887,0.035320572,0.416780676,0.429279241,0.525744354
 01/12  12:00:00,4.807311651,0,3.164119345,0,0.110745312,3.274864657,0.110745312,0.162434887,0.035320572,0.435735142,0.42941076,0.449115632
 01/12  13:00:00,3.457798938,0,1.934341294,0,0.067714653,2.002055947,0.067714653,0.162434887,0.035320572,0.425637022,0.422177195,0.389743316
 01/12  14:00:00,2.651956184,0,1.213089616,0,0.042435454,1.255525069,0.042435454,0.162434887,0.035320572,0.385966199,0.436775846,0.355503611
 01/12  15:00:00,2.002450828,0,0.612923679,0,0.021434816,0.634358494,0.021434816,0.17098414,0.03717956,0.356355589,0.461369969,0.321773076
 01/12  16:00:00,2.175942115,0,0.688779367,0,0.024057476,0.712836844,0.024057476,0.213730097,0.046474456,0.368490937,0.487016247,0.326963534
 01/12  17:00:00,3.426244063,0,1.541156705,0,0.053711656,1.594868361,0.053711656,0.359066582,0.078077074,0.428670867,0.576054864,0.369076315
 01/12  18:00:00,5.463739087,0,2.835813785,0,0.098763511,2.934577296,0.098763511,0.66683795,0.145000287,0.536821988,0.699814596,0.460256969
 01/12  19:00:00,5.914647862,0,2.772438596,0,0.096632773,2.869071369,0.096632773,0.991707725,0.215641454,0.482732692,0.759787431,0.54527719
 01/12  20:00:00,6.107203009,0,2.97227403,0,0.103662051,3.075936081,0.103662051,1.05155219,0.228654303,0.385424228,0.784250035,0.560956171
 01/12  21:00:00,6.641451133,0,3.725124943,0,0.129883795,3.855008738,0.129883795,0.906215706,0.197051685,0.338845877,0.811211507,0.51268762
 01/12  22:00:00,6.234826823,0,3.599176452,0,0.125533559,3.724710011,0.125533559,0.760879224,0.165449067,0.318073398,0.792272717,0.453012406
 01/12  23:00:00,6.63810454,0,4.462659537,0,0.15566147,4.618321007,0.15566147,0.572796679,0.12455153,0.256145886,0.685610504,0.360248934
 01/12  24:00:00,6.633607235,0,4.932991547,0,0.172066248,5.105057795,0.172066248,0.393263388,0.085512982,0.173494336,0.59578277,0.260065965
 01/13  01:00:00,6.83915628,0,5.61213074,0,0.195808243,5.807938984,0.195808243,0.205180949,0.044615468,0.115167851,0.492803099,0.153019929
 01/13  02:00:00,7.025184388,0,5.993971457,0,0.209186141,6.203157598,0.209186141,0.119688826,0.026025699,0.098370824,0.453741845,0.103769596
 01/13  03:00:00,7.248803176,0,6.282005135,0,0.21927091,6.501276045,0.21927091,0.08549205,0.018589782,0.083450145,0.44848107,0.091084083
 01/13  04:00:00,7.468148895,0,6.504559557,0,0.227125768,6.731685324,0.227125768,0.08549205,0.018589782,0.074752636,0.44216814,0.095030963
 01/13  05:00:00,8.05673187,0,7.039895225,0,0.245853836,7.285749061,0.245853836,0.08549205,0.018589782,0.086845757,0.425465179,0.134160041
 01/13  06:00:00,8.760720073,0,7.491692802,0,0.261654953,7.753347755,0.261654953,0.08549205,0.018589782,0.101815918,0.474784945,0.306259623
 01/13  07:00:00,9.083869338,0,7.231390692,0,0.252579155,7.483969847,0.252579155,0.196631694,0.042756502,0.165077845,0.548567315,0.626436136
 01/13  08:00:00,8.318201974,0,6.009822971,0,0.210194393,6.220017364,0.210194393,0.401812643,0.08737197,0.256398204,0.582893872,0.711777922
 01/13  09:00:00,6.189385489,0,4.052232145,0,0.141877508,4.194109653,0.141877508,0.384714237,0.083654016,0.328206966,0.492803099,0.685467517
 01/13  10:00:00,4.718923448,0,2.926741871,0,0.102427703,3.029169574,0.102427703,0.196631694,0.042756502,0.399981311,0.419415288,0.610539078
 01/13  11:00:00,3.741922385,0,2.081751315,0,0.072787105,2.15453842,0.072787105,0.162434887,0.035320572,0.416780676,0.429279241,0.523138588
 01/13  12:00:00,2.44287805,0,0.882575652,0,0.03087938,0.913455032,0.03087938,0.162434887,0.035320572,0.435735142,0.42941076,0.446091656
 01/13  13:00:00,1.966950066,0,0.496563221,0,0.017364903,0.513928124,0.017364903,0.162434887,0.035320572,0.425637022,0.422177195,0.387022267
 01/13  14:00:00,1.394023562,0,0,0,0,0,0,0.162434887,0.035320572,0.385966199,0.436775846,0.353096059
 01/13  15:00:00,1.365551047,0,0,0,0,0,0,0.17098414,0.03717956,0.356355589,0.461369969,0.31923179
 01/13  16:00:00,1.460361938,0,0,0,0,0,0,0.213730097,0.046474456,0.368490937,0.487016247,0.324220201
 01/13  17:00:00,2.079263971,0,0.242122903,0,0.008466751,0.250589654,0.008466751,0.359066582,0.078077074,0.428670867,0.576054864,0.36637493
 01/13  18:00:00,3.293102615,0,0.741031759,0,0.025842106,0.766873865,0.025842106,0.66683795,0.145000287,0.536821988,0.699814596,0.457323928
 01/13  19:00:00,3.601869041,0,0.540627756,0,0.018833757,0.559461513,0.018833757,0.991707725,0.215641454,0.482732692,0.759787431,0.542108225
 01/13  20:00:00,4.231299092,0,1.162719073,0,0.040475563,1.203194636,0.040475563,1.05155219,0.228654303,0.385424228,0.784250035,0.557793699
 01/13  21:00:00,4.895977615,0,2.041609669,0,0.071035209,2.112644878,0.071035209,0.906215706,0.197051685,0.338845877,0.811211507,0.509577961
 01/13  22:00:00,4.696611774,0,2.115811398,0,0.073650103,2.189461501,0.073650103,0.760879224,0.165449067,0.318073398,0.792272717,0.450045866
 01/13  23:00:00,4.342740804,0,2.248023384,0,0.078282578,2.326305963,0.078282578,0.572796679,0.12455153,0.256145886,0.685610504,0.356900243
 01/13  24:00:00,4.149708051,0,2.536100267,0,0.088328559,2.624428826,0.088328559,0.393263388,0.085512982,0.173494336,0.59578277,0.256795749
 01/14  01:00:00,4.245292323,0,3.093207847,0,0.10771273,3.200920576,0.10771273,0.205180949,0.044615468,0.122837148,0.492803099,0.158505083
 01/14  02:00:00,4.389960604,0,3.442351671,0,0.119863673,3.562215344,0.119863673,0.119688826,0.026025699,0.102975686,0.453741845,0.104883204
 01/14  03:00:00,4.714252086,0,3.830464901,0,0.133392924,3.963857825,0.133392924,0.08549205,0.018589782,0.08649659,0.44848107,0.090904769
 01/14  04:00:00,4.928797466,0,4.04972185,0,0.141031919,4.190753769,0.141031919,0.08549205,0.018589782,0.076345607,0.44216814,0.095018118
 01/14  05:00:00,5.171234361,0,4.24544487,0,0.147868454,4.393313324,0.147868454,0.08549205,0.018589782,0.089962105,0.425465179,0.13798192
 01/14  06:00:00,5.73176185,0,4.542652521,0,0.158234808,4.700887329,0.158234808,0.08549205,0.018589782,0.106595392,0.474784945,0.324982351
 01/14  07:00:00,6.135068798,0,4.32361976,0,0.150600362,4.474220123,0.150600362,0.196631694,0.042756502,0.177474276,0.548567315,0.674988888
