Date/Time,Electricity:Facility [J](Hourly),Gas:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),HVACFan:Fans:Electricity [J](Hourly),Electricity:HVAC [J](Hourly),Fans:Electricity [J](Hourly),General:InteriorLights:Electricity [J](Hourly),General:ExteriorLights:Electricity [J](Hourly),Appl:InteriorEquipment:Electricity [J](Hourly),Misc:InteriorEquipment:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly) 
 07/13  10:00:00,2.51434112,0,0,1.120136945,0.235369562,1.355506506,0.235369562,0.068393635,0.014871826,0.423445981,0.32892825,0.302764922
 07/13  11:00:00,2.623999827,0,0,1.236198304,0.256615747,1.492814052,0.256615747,0.068393635,0.014871826,0.440132551,0.329029024,0.258328738
 07/13  12:00:00,2.743413841,0,0,1.379942355,0.283503336,1.663445692,0.283503336,0.068393635,0.014871826,0.428776248,0.323486422,0.224010018
 07/13  13:00:00,3.273424983,0,0,1.876276029,0.362775675,2.239051704,0.362775675,0.068393635,0.014871826,0.392508875,0.334672401,0.203496542
 07/13  14:00:00,3.643913773,0,0,2.21912797,0.423322862,2.642450832,0.423322862,0.068393635,0.014871826,0.363292737,0.353517249,0.180957494
 07/13  15:00:00,3.882858776,0,0,2.388120712,0.461737383,2.849858095,0.461737383,0.068393635,0.014871826,0.371630164,0.373168293,0.184506762
 07/13  16:00:00,4.104712811,0,0,2.445114589,0.478041431,2.92315602,0.478041431,0.072668242,0.015801314,0.421630105,0.441392688,0.209634442
 07/13  17:00:00,4.460148912,0,0,2.515459615,0.504852238,3.020311854,0.504852238,0.08549205,0.018589782,0.513351759,0.536221574,0.265751894
 07/13  18:00:00,4.476210752,0,0,2.399209597,0.486707107,2.885916704,0.486707107,0.136787229,0.029743653,0.470646037,0.582174785,0.320512344
 07/13  19:00:00,4.033841065,0,0,1.952403151,0.419229942,2.371633093,0.419229942,0.260750786,0.056698823,0.390763022,0.600918858,0.332646483
 07/13  20:00:00,3.93694019,0,0,1.690346909,0.377785245,2.068132154,0.377785245,0.470206256,0.102243785,0.351399773,0.621577648,0.302950574
 07/13  21:00:00,4.032449933,0,0,1.616241637,0.361277198,1.977518835,0.361277198,0.679661726,0.14778877,0.333592181,0.607066108,0.266392314
 07/13  22:00:00,3.438912288,0,0,1.397384047,0.318108434,1.715492481,0.318108434,0.568522052,0.123622036,0.273606106,0.525337918,0.211901695
 07/13  23:00:00,2.743117654,0,0,1.173163512,0.26959722,1.442760732,0.26959722,0.393263388,0.085512982,0.191094126,0.456508876,0.15354755
 07/13  24:00:00,2.102879636,0,0,1.004393875,0.228699263,1.233093138,0.228699263,0.205180949,0.044615468,0.133175846,0.377602375,0.08878186
 07/14  01:00:00,1.71337718,0,0,0.82893856,0.190512951,1.019451511,0.190512951,0.123963453,0.026955193,0.115940257,0.347672323,0.058964443
 07/14  02:00:00,1.453931049,0,0,0.67950229,0.157338684,0.836840974,0.157338684,0.081217443,0.017660291,0.101721667,0.343641339,0.052419335
 07/14  03:00:00,1.258763591,0,0,0.528899898,0.124330643,0.653230541,0.124330643,0.081217443,0.017660291,0.092447905,0.338804159,0.054973252
 07/14  04:00:00,1.130928643,0,0,0.407726352,0.096561484,0.504287836,0.096561484,0.081217443,0.017660291,0.103114799,0.326005787,0.078212488
 07/14  05:00:00,1.233979228,0,0,0.360885937,0.085467607,0.446353544,0.085467607,0.08549205,0.018589782,0.116952615,0.363796257,0.182364981
 07/14  06:00:00,1.648284124,0,0,0.413163063,0.097115081,0.510278143,0.097115081,0.119688826,0.026025699,0.17639968,0.420330799,0.375130976
 07/14  07:00:00,2.144749443,0,0,0.582987996,0.132756434,0.715744429,0.132756434,0.196631694,0.042756502,0.263063509,0.446632966,0.421990342
 07/14  08:00:00,2.230080886,0,0,0.747650495,0.165751292,0.913401787,0.165751292,0.149611109,0.032532112,0.33417339,0.377602375,0.402330113
 07/14  09:00:00,2.350655217,0,0,0.948461851,0.201402402,1.149864254,0.201402402,0.081217443,0.017660291,0.405555154,0.321370156,0.354557919
 07/14  10:00:00,2.618984159,0,0,1.210943515,0.251485132,1.462428647,0.251485132,0.068393635,0.014871826,0.423445981,0.32892825,0.30048582
 07/14  11:00:00,2.661186609,0,0,1.272595919,0.261539835,1.534135754,0.261539835,0.068393635,0.014871826,0.440132551,0.329029024,0.254193818
 07/14  12:00:00,2.765850943,0,0,1.40311505,0.288357983,1.691473033,0.288357983,0.068393635,0.014871826,0.428776248,0.323486422,0.218419777
 07/14  13:00:00,3.149935146,0,0,1.768989735,0.350580126,2.119569861,0.350580126,0.068393635,0.014871826,0.392508875,0.334672401,0.199488547
 07/14  14:00:00,3.445165693,0,0,2.040363248,0.404369864,2.444733111,0.404369864,0.068393635,0.014871826,0.363292737,0.353517249,0.179927134
 07/14  15:00:00,3.779095422,0,0,2.301899499,0.445271069,2.747170569,0.445271069,0.068393635,0.014871826,0.371630164,0.373168293,0.183430935
 07/14  16:00:00,4.25800816,0,0,2.584497393,0.493273923,3.077771315,0.493273923,0.072668242,0.015801314,0.421630105,0.441392688,0.208314496
 07/14  17:00:00,4.531588611,0,0,2.581167787,0.51160823,3.092776017,0.51160823,0.08549205,0.018589782,0.513351759,0.536221574,0.26472743
 07/14  18:00:00,4.474011769,0,0,2.397866508,0.486692171,2.884558679,0.486692171,0.136787229,0.029743653,0.470646037,0.582174785,0.319671385
 07/14  19:00:00,4.12421889,0,0,2.031457696,0.431407517,2.462865213,0.431407517,0.260750786,0.056698823,0.390763022,0.600918858,0.331792188
 07/14  20:00:00,4.133687875,0,0,1.861926775,0.403933744,2.265860519,0.403933744,0.470206256,0.102243785,0.351399773,0.621577648,0.301969893
 07/14  21:00:00,4.184810181,0,0,1.747510173,0.383394254,2.130904427,0.383394254,0.679661726,0.14778877,0.333592181,0.607066108,0.265366969
 07/14  22:00:00,3.637186833,0,0,1.567289423,0.347634553,1.914923976,0.347634553,0.568522052,0.123622036,0.273606106,0.525337918,0.210744746
 07/14  23:00:00,2.999288236,0,0,1.391906755,0.308747838,1.700654593,0.308747838,0.393263388,0.085512982,0.191094126,0.456508876,0.151824271
 07/14  24:00:00,2.345604302,0,0,1.209044781,0.268193719,1.4772385,0.268193719,0.205180949,0.044615468,0.133175846,0.377602375,0.087361164
 07/15  01:00:00,1.939460126,0,0,1.011054206,0.228548936,1.239603142,0.228548936,0.123963453,0.026955193,0.120545118,0.347672323,0.060290897
 07/15  02:00:00,1.717993183,0,0,0.895084936,0.202329371,1.097414307,0.202329371,0.081217443,0.017660291,0.104768111,0.343641339,0.052861692
 07/15  03:00:00,1.569258158,0,0,0.783074867,0.178452426,0.961527293,0.178452426,0.081217443,0.017660291,0.094040877,0.338804159,0.055578095
 07/15  04:00:00,1.391536755,0,0,0.615110144,0.143744981,0.758855125,0.143744981,0.081217443,0.017660291,0.106231147,0.326005787,0.081136962
 07/15  05:00:00,1.479371039,0,0,0.54633779,0.128523188,0.674860978,0.128523188,0.08549205,0.018589782,0.12173209,0.363796257,0.194469882
 07/15  06:00:00,1.97428767,0,0,0.647143065,0.147458855,0.79460192,0.147458855,0.119688826,0.026025699,0.188796111,0.420330799,0.404414314
 07/15  07:00:00,2.47002238,0,0,0.803377134,0.178173199,0.981550332,0.178173199,0.196631694,0.042756502,0.287751764,0.446632966,0.456769121
 07/15  08:00:00,2.534659428,0,0,0.940485057,0.20405323,1.144538286,0.20405323,0.149611109,0.032532112,0.372016908,0.377602375,0.437928638
 07/15  09:00:00,2.785623861,0,0,1.244970894,0.255967475,1.500938369,0.255967475,0.081217443,0.017660291,0.458091389,0.321370156,0.385916213
 07/15  10:00:00,3.121087833,0,0,1.564829367,0.314301575,1.879130942,0.314301575,0.068393635,0.014871826,0.482848248,0.32892825,0.326484931
 07/15  11:00:00,3.127196687,0,0,1.600831894,0.317384851,1.918216744,0.317384851,0.068393635,0.014871826,0.501369436,0.329029024,0.274886021
 07/15  12:00:00,3.337301574,0,0,1.831144047,0.358311372,2.189455419,0.358311372,0.068393635,0.014871826,0.484555172,0.323486422,0.236109099
 07/15  13:00:00,3.471332413,0,0,1.986044865,0.38864553,2.374690394,0.38864553,0.068393635,0.014871826,0.443361579,0.334672401,0.214912577
 07/15  14:00:00,3.697640896,0,0,2.210232845,0.427771324,2.638004169,0.427771324,0.068393635,0.014871826,0.408939237,0.353517249,0.193484779
 07/15  15:00:00,4.023540129,0,0,2.45871957,0.475886346,2.934605916,0.475886346,0.068393635,0.014871826,0.414865632,0.373168293,0.197204825
 07/15  16:00:00,4.363962628,0,0,2.617030723,0.506565694,3.123596417,0.506565694,0.072668242,0.015801314,0.463534344,0.441392688,0.226539624
 07/15  17:00:00,4.822734458,0,0,2.77611655,0.543434078,3.319550628,0.543434078,0.08549205,0.018589782,0.554595677,0.536221574,0.287854746
 07/15  18:00:00,4.614892015,0,0,2.455071176,0.498749708,2.953820884,0.498749708,0.136787229,0.029743653,0.510674738,0.582174785,0.351260725
 07/15  19:00:00,4.301350623,0,0,2.11812667,0.445848734,2.563975404,0.445848734,0.260750786,0.056698823,0.430715235,0.600918858,0.367861516
 07/15  20:00:00,4.245037813,0,0,1.891315354,0.410839022,2.302154376,0.410839022,0.470206256,0.102243785,0.392064372,0.621577648,0.336361376
 07/15  21:00:00,4.185948061,0,0,1.684485361,0.377439548,2.061924909,0.377439548,0.679661726,0.14778877,0.375133514,0.607066108,0.293943034
 07/15  22:00:00,3.601032539,0,0,1.486336298,0.336520609,1.822856907,0.336520609,0.568522052,0.123622036,0.306614853,0.525337918,0.233648772
 07/15  23:00:00,2.921351555,0,0,1.296283659,0.293501271,1.58978493,0.293501271,0.393263388,0.085512982,0.209218112,0.456508876,0.166633268
 07/15  24:00:00,2.228278295,0,0,1.09799951,0.248627297,1.346626807,0.248627297,0.205180949,0.044615468,0.140845143,0.377602375,0.092977553
 07/16  01:00:00,1.838786433,0,0,0.926756729,0.211581264,1.138337993,0.211581264,0.123963453,0.026955193,0.120545118,0.347672323,0.060882353
 07/16  02:00:00,1.545251764,0,0,0.750073553,0.174166359,0.924239912,0.174166359,0.081217443,0.017660291,0.104768111,0.343641339,0.053294667
 07/16  03:00:00,1.433890539,0,0,0.670924335,0.154610345,0.82553468,0.154610345,0.081217443,0.017660291,0.094040877,0.338804159,0.05620309
 07/16  04:00:00,1.276118103,0,0,0.520241896,0.122632803,0.642874699,0.122632803,0.081217443,0.017660291,0.106231147,0.326005787,0.081698737
 07/16  05:00:00,1.352284685,0,0,0.442322457,0.105040111,0.547362568,0.105040111,0.08549205,0.018589782,0.12173209,0.363796257,0.194881938
 07/16  06:00:00,1.807517792,0,0,0.508556656,0.119016424,0.62757308,0.119016424,0.119688826,0.026025699,0.188796111,0.420330799,0.404673276
 07/16  07:00:00,2.293534371,0,0,0.656350627,0.14850477,0.804855397,0.14850477,0.196631694,0.042756502,0.287751764,0.446632966,0.456976047
 07/16  08:00:00,2.276490176,0,0,0.726443869,0.159533561,0.88597743,0.159533561,0.149611109,0.032532112,0.372016908,0.377602375,0.438320242
 07/16  09:00:00,2.372923427,0,0,0.896313175,0.190540173,1.086853348,0.190540173,0.081217443,0.017660291,0.458091389,0.321370156,0.3873008
 07/16  10:00:00,2.675730332,0,0,1.186777936,0.244160132,1.430938068,0.244160132,0.068393635,0.014871826,0.482848248,0.32892825,0.329320304
 07/16  11:00:00,2.797747521,0,0,1.320763874,0.265412986,1.58617686,0.265412986,0.068393635,0.014871826,0.501369436,0.329029024,0.277476739
 07/16  12:00:00,3.061256836,0,0,1.599309232,0.313056757,1.912365989,0.313056757,0.068393635,0.014871826,0.484555172,0.323486422,0.237153792
 07/16  13:00:00,3.534905095,0,0,2.05086929,0.387311289,2.438180579,0.387311289,0.068393635,0.014871826,0.443361579,0.334672401,0.214995074
 07/16  14:00:00,3.638336767,0,0,2.165071609,0.413538235,2.578609845,0.413538235,0.068393635,0.014871826,0.408939237,0.353517249,0.193574974
 07/16  15:00:00,3.877035374,0,0,2.335789606,0.4522036,2.787993206,0.4522036,0.068393635,0.014871826,0.414865632,0.373168293,0.197312781
 07/16  16:00:00,4.251520968,0,0,2.522642555,0.488424353,3.011066907,0.488424353,0.072668242,0.015801314,0.463534344,0.441392688,0.226627473
 07/16  17:00:00,4.731373645,0,0,2.699587719,0.528588528,3.228176247,0.528588528,0.08549205,0.018589782,0.554595677,0.536221574,0.287868315
 07/16  18:00:00,4.539453966,0,0,2.392310801,0.486145292,2.878456094,0.486145292,0.136787229,0.029743653,0.510674738,0.582174785,0.351187467
 07/16  19:00:00,4.195554317,0,0,2.027075514,0.431136909,2.458212423,0.431136909,0.260750786,0.056698823,0.430715235,0.600918858,0.367828192
 07/16  20:00:00,4.186217802,0,0,1.842878622,0.400501967,2.243380588,0.400501967,0.470206256,0.102243785,0.392064372,0.621577648,0.336315152
 07/16  21:00:00,4.102109329,0,0,1.612736853,0.365269994,1.978006847,0.365269994,0.679661726,0.14778877,0.375133514,0.607066108,0.294022364
 07/16  22:00:00,3.624665656,0,0,1.510694583,0.335790189,1.846484772,0.335790189,0.568522052,0.123622036,0.306614853,0.525337918,0.233654024
 07/16  23:00:00,2.82020011,0,0,1.209271902,0.278860974,1.488132876,0.278860974,0.393263388,0.085512982,0.209218112,0.456508876,0.167133875
 07/16  24:00:00,2.059606433,0,0,0.953550671,0.22350665,1.177057322,0.22350665,0.205180949,0.044615468,0.140845143,0.377602375,0.093875177
 07/17  01:00:00,1.677020039,0,0,0.796470446,0.186682029,0.983152475,0.186682029,0.123963453,0.026955193,0.115940257,0.347672323,0.058906338
 07/17  02:00:00,1.416473352,0,0,0.646980808,0.152656633,0.79963744,0.152656633,0.081217443,0.017660291,0.101721667,0.343641339,0.052165172
 07/17  03:00:00,1.238780851,0,0,0.511758484,0.121671839,0.633430322,0.121671839,0.081217443,0.017660291,0.092447905,0.338804159,0.05479073
 07/17  04:00:00,1.108149301,0,0,0.388418144,0.092995253,0.481413397,0.092995253,0.081217443,0.017660291,0.103114799,0.326005787,0.078307585
 07/17  05:00:00,1.210109426,0,0,0.340928983,0.081595427,0.42252441,0.081595427,0.08549205,0.018589782,0.116952615,0.363796257,0.182324312
 07/17  06:00:00,1.645792303,0,0,0.412899996,0.095851939,0.508751935,0.095851939,0.119688826,0.026025699,0.17639968,0.420330799,0.374165363
 07/17  07:00:00,2.142791025,0,0,0.583027938,0.13195353,0.714981468,0.13195353,0.196631694,0.042756502,0.263063509,0.446632966,0.420794885
 07/17  08:00:00,2.310060498,0,0,0.818480982,0.176081361,0.994562342,0.176081361,0.149611109,0.032532112,0.33417339,0.377602375,0.401149169
 07/17  09:00:00,2.493888536,0,0,1.073713423,0.220933051,1.294646473,0.220933051,0.081217443,0.017660291,0.405555154,0.321370156,0.353009019
 07/17  10:00:00,2.90328163,0,0,1.459006003,0.289441984,1.748447987,0.289441984,0.068393635,0.014871826,0.423445981,0.32892825,0.29876395
 07/17  11:00:00,3.014703745,0,0,1.583341357,0.306543481,1.889884838,0.306543481,0.068393635,0.014871826,0.440132551,0.329029024,0.25196187
 07/17  12:00:00,3.280863371,0,0,1.854450147,0.354228625,2.208678772,0.354228625,0.068393635,0.014871826,0.428776248,0.323486422,0.216226468
 07/17  13:00:00,3.496835956,0,0,2.076758632,0.392242318,2.46900095,0.392242318,0.068393635,0.014871826,0.392508875,0.334672401,0.196958269
 07/17  14:00:00,3.741313873,0,0,2.307667375,0.435867749,2.743535123,0.435867749,0.068393635,0.014871826,0.363292737,0.353517249,0.177273302
 07/17  15:00:00,4.074493042,0,0,2.561302767,0.483798716,3.045101483,0.483798716,0.068393635,0.014871826,0.371630164,0.373168293,0.180897639
 07/17  16:00:00,4.330608735,0,0,2.646686801,0.505640545,3.152327346,0.505640545,0.072668242,0.015801314,0.421630105,0.441392688,0.206359041
 07/17  17:00:00,4.886224849,0,0,2.896252477,0.553430474,3.44968295,0.553430474,0.08549205,0.018589782,0.513351759,0.536221574,0.262456735
 07/17  18:00:00,4.703234275,0,0,2.599946196,0.516028406,3.115974602,0.516028406,0.136787229,0.029743653,0.470646037,0.582174785,0.317477969
 07/17  19:00:00,4.303020148,0,0,2.188342537,0.455279689,2.643622226,0.455279689,0.260750786,0.056698823,0.390763022,0.600918858,0.329836432
 07/17  20:00:00,4.289257529,0,0,1.997923261,0.425130927,2.423054188,0.425130927,0.470206256,0.102243785,0.351399773,0.621577648,0.300345878
 07/17  21:00:00,4.138754886,0,0,1.703835808,0.382106096,2.085941904,0.382106096,0.679661726,0.14778877,0.333592181,0.607066108,0.264274197
 07/17  22:00:00,3.538869376,0,0,1.479125884,0.337970497,1.817096381,0.337970497,0.568522052,0.123622036,0.273606106,0.525337918,0.210254883
 07/17  23:00:00,2.845338463,0,0,1.256384103,0.289866419,1.546250523,0.289866419,0.393263388,0.085512982,0.191094126,0.456508876,0.152278568
 07/17  24:00:00,2.224962143,0,0,1.105509961,0.250609566,1.356119526,0.250609566,0.205180949,0.044615468,0.133175846,0.377602375,0.087837979
 07/18  01:00:00,1.808385173,0,0,0.905886975,0.209025608,1.114912583,0.209025608,0.123963453,0.026955193,0.115940257,0.347672323,0.058511364
 07/18  02:00:00,1.511527462,0,0,0.724936421,0.169992216,0.894928638,0.169992216,0.081217443,0.017660291,0.101721667,0.343641339,0.051928085
 07/18  03:00:00,1.395122203,0,0,0.641192042,0.149060645,0.790252687,0.149060645,0.081217443,0.017660291,0.092447905,0.338804159,0.054309717
 07/18  04:00:00,1.253868979,0,0,0.507981683,0.119918299,0.627899981,0.119918299,0.081217443,0.017660291,0.103114799,0.326005787,0.077540678
 07/18  05:00:00,1.270764953,0,0,0.390472149,0.093540971,0.48401312,0.093540971,0.08549205,0.018589782,0.116952615,0.363796257,0.181491129
 07/18  06:00:00,1.663944378,0,0,0.427429396,0.100177306,0.527606702,0.100177306,0.119688826,0.026025699,0.17639968,0.420330799,0.37346267
 07/18  07:00:00,2.239384753,0,0,0.663512165,0.148759359,0.812271524,0.148759359,0.196631694,0.042756502,0.263063509,0.446632966,0.420098557
 07/18  08:00:00,2.422225389,0,0,0.913288575,0.19428586,1.107574435,0.19428586,0.149611109,0.032532112,0.33417339,0.377602375,0.400301968
 07/18  09:00:00,2.751263264,0,0,1.295930984,0.257217058,1.553148042,0.257217058,0.081217443,0.017660291,0.405555154,0.321370156,0.351882178
 07/18  10:00:00,3.135265365,0,0,1.660235744,0.321579922,1.981815666,0.321579922,0.068393635,0.014871826,0.423445981,0.32892825,0.297380006
 07/18  11:00:00,3.257835006,0,0,1.79530719,0.339208489,2.134515679,0.339208489,0.068393635,0.014871826,0.440132551,0.329029024,0.25046229
 07/18  12:00:00,3.467953069,0,0,2.021055512,0.376672037,2.39772755,0.376672037,0.068393635,0.014871826,0.428776248,0.323486422,0.214267387
 07/18  13:00:00,3.762429647,0,0,2.310733051,0.425759299,2.73649235,0.425759299,0.068393635,0.014871826,0.392508875,0.334672401,0.19506056
 07/18  14:00:00,4.021577941,0,0,2.554883897,0.470760553,3.025644451,0.470760553,0.068393635,0.014871826,0.363292737,0.353517249,0.175428043
 07/18  15:00:00,4.385497912,0,0,2.835427352,0.522463008,3.357890359,0.522463008,0.068393635,0.014871826,0.371630164,0.373168293,0.179113633
 07/18  16:00:00,4.695775247,0,0,2.966044041,0.552875063,3.518919104,0.552875063,0.072668242,0.015801314,0.421630105,0.441392688,0.204933795
 07/18  17:00:00,5.137438589,0,0,3.113252928,0.588346685,3.701599613,0.588346685,0.08549205,0.018589782,0.513351759,0.536221574,0.261753812
 07/18  18:00:00,5.007765353,0,0,2.866174731,0.555270363,3.421445094,0.555270363,0.136787229,0.029743653,0.470646037,0.582174785,0.316538555
 07/18  19:00:00,4.564768016,0,0,2.415368028,0.491043889,2.906411917,0.491043889,0.260750786,0.056698823,0.390763022,0.600918858,0.328794609
 07/18  20:00:00,4.532120548,0,0,2.207686216,0.45935608,2.667042296,0.45935608,0.470206256,0.102243785,0.351399773,0.621577648,0.299220789
 07/18  21:00:00,4.334130912,0,0,1.871087723,0.411381048,2.282468771,0.411381048,0.679661726,0.14778877,0.333592181,0.607066108,0.263123357
 07/18  22:00:00,3.840434001,0,0,1.741356928,0.378616175,2.119973103,0.378616175,0.568522052,0.123622036,0.273606106,0.525337918,0.208942786
 07/18  23:00:00,3.015436953,0,0,1.400287171,0.317293629,1.7175808,0.317293629,0.393263388,0.085512982,0.191094126,0.456508876,0.151046781
 07/18  24:00:00,2.266354634,0,0,1.13611816,0.262065433,1.398183593,0.262065433,0.205180949,0.044615468,0.133175846,0.377602375,0.087166403
 07/19  01:00:00,1.893004309,0,0,0.975457746,0.225018099,1.200475845,0.225018099,0.123963453,0.026955193,0.115940257,0.347672323,0.057567238
 07/19  02:00:00,1.678696876,0,0,0.865445812,0.197749802,1.063195614,0.197749802,0.081217443,0.017660291,0.101721667,0.343641339,0.050830522
 07/19  03:00:00,1.445696349,0,0,0.681714434,0.1597992,0.841513633,0.1597992,0.081217443,0.017660291,0.092447905,0.338804159,0.053622917
 07/19  04:00:00,1.374536374,0,0,0.608105461,0.141308196,0.749413656,0.141308196,0.081217443,0.017660291,0.103114799,0.326005787,0.076694398
 07/19  05:00:00,1.37982516,0,0,0.479767257,0.114065775,0.593833031,0.114065775,0.08549205,0.018589782,0.116952615,0.363796257,0.180731425
 07/19  06:00:00,1.811829356,0,0,0.549679438,0.126719299,0.676398737,0.126719299,0.119688826,0.026025699,0.17639968,0.420330799,0.372555614
 07/19  07:00:00,2.390429848,0,0,0.792203144,0.172158533,0.964361677,0.172158533,0.196631694,0.042756502,0.263063509,0.446632966,0.419053499
 07/19  08:00:00,2.60425849,0,0,1.06862537,0.222252461,1.290877831,0.222252461,0.149611109,0.032532112,0.33417339,0.377602375,0.399031672
 07/19  09:00:00,2.861627446,0,0,1.389141957,0.275618599,1.664760556,0.275618599,0.081217443,0.017660291,0.405555154,0.321370156,0.350633846
 07/19  10:00:00,3.45474656,0,0,1.936703022,0.365768001,2.302471023,0.365768001,0.068393635,0.014871826,0.423445981,0.32892825,0.296205845
 07/19  11:00:00,3.606548819,0,0,2.09788733,0.386303051,2.484190381,0.386303051,0.068393635,0.014871826,0.440132551,0.329029024,0.249501402
 07/19  12:00:00,3.908033947,0,0,2.401283017,0.436074187,2.837357204,0.436074187,0.068393635,0.014871826,0.428776248,0.323486422,0.214718611
 07/19  13:00:00,4.050974611,0,0,2.558676584,0.464647463,3.023324048,0.464647463,0.068393635,0.014871826,0.392508875,0.334672401,0.196773826
 07/19  14:00:00,4.3081122,0,0,2.801791811,0.508817284,3.310609095,0.508817284,0.068393635,0.014871826,0.363292737,0.353517249,0.176997657
 07/19  15:00:00,5.011248354,0,0,3.390591567,0.591986956,3.982578523,0.591986956,0.068393635,0.014871826,0.371630164,0.373168293,0.180175913
 07/19  16:00:00,5.342152689,0,0,3.539004675,0.62657117,4.165575845,0.62657117,0.072668242,0.015801314,0.421630105,0.441392688,0.204654495
 07/19  17:00:00,5.612836291,0,0,3.535883488,0.642155362,4.17803885,0.642155362,0.08549205,0.018589782,0.513351759,0.536221574,0.260712277
 07/19  18:00:00,5.543363738,0,0,3.343023944,0.615574997,3.958598941,0.615574997,0.136787229,0.029743653,0.470646037,0.582174785,0.314983093
 07/19  19:00:00,4.90082091,0,0,2.706947704,0.53683895,3.243786654,0.53683895,0.260750786,0.056698823,0.390763022,0.600918858,0.327472767
 07/19  20:00:00,4.859054654,0,0,2.489692999,0.50562474,2.995317738,0.50562474,0.470206256,0.102243785,0.351399773,0.621577648,0.297879453
 07/19  21:00:00,4.754682934,0,0,2.234366763,0.470070279,2.704437042,0.470070279,0.679661726,0.14778877,0.333592181,0.607066108,0.261707107
 07/19  22:00:00,4.290931565,0,0,2.129449851,0.44256561,2.572015461,0.44256561,0.568522052,0.123622036,0.273606106,0.525337918,0.207397992
 07/19  23:00:00,3.516694956,0,0,1.831448545,0.389188505,2.22063705,0.389188505,0.393263388,0.085512982,0.191094126,0.456508876,0.149248535
 07/19  24:00:00,2.769113129,0,0,1.56638196,0.336795818,1.903177777,0.336795818,0.205180949,0.044615468,0.133175846,0.377602375,0.084930713
 07/20  01:00:00,2.348765913,0,0,1.362622147,0.295786902,1.658409048,0.295786902,0.123963453,0.026955193,0.115940257,0.347672323,0.055395639
 07/20  02:00:00,2.055977613,0,0,1.182710145,0.259600577,1.442310722,0.259600577,0.081217443,0.017660291,0.101721667,0.343641339,0.048996152
 07/20  03:00:00,1.90925805,0,0,1.072005738,0.235290897,1.307296635,0.235290897,0.081217443,0.017660291,0.092447905,0.338804159,0.051401617
 07/20  04:00:00,1.818008455,0,0,0.980122569,0.215115466,1.195238035,0.215115466,0.081217443,0.017660291,0.103114799,0.326005787,0.0743421
 07/20  05:00:00,1.888513248,0,0,0.904543199,0.200667148,1.105210347,0.200667148,0.08549205,0.018589782,0.116952615,0.363796257,0.178042198
 07/20  06:00:00,2.408815718,0,0,1.048582632,0.227554259,1.276136891,0.227554259,0.119688826,0.026025699,0.17639968,0.420330799,0.369803822
 07/20  07:00:00,2.796949053,0,0,1.134653159,0.238607508,1.373260666,0.238607508,0.196631694,0.042756502,0.263063509,0.446632966,0.416673715
 07/20  08:00:00,3.000230262,0,0,1.403175318,0.284836588,1.688011906,0.284836588,0.149611109,0.032532112,0.33417339,0.377602375,0.397869369
 07/20  09:00:00,3.048361336,0,0,1.542313352,0.309717748,1.852031099,0.309717748,0.081217443,0.017660291,0.405555154,0.321370156,0.350097193
 07/20  10:00:00,3.731038535,0,0,2.169402814,0.409401047,2.578803861,0.409401047,0.068393635,0.014871826,0.423445981,0.32892825,0.296164981
 07/20  11:00:00,4.030712303,0,0,2.461672952,0.446781622,2.908454575,0.446781622,0.068393635,0.014871826,0.440132551,0.329029024,0.249400691
 07/20  12:00:00,3.171161966,0,0,1.728505258,0.371228219,2.099733477,0.371228219,0.068393635,0.014871826,0.428776248,0.323486422,0.215470357
 07/20  13:00:00,2.911323133,0,0,1.543092121,0.338284836,1.881376957,0.338284836,0.068393635,0.014871826,0.392508875,0.334672401,0.199069438
 07/20  14:00:00,3.105399619,0,0,1.742593721,0.361792975,2.104386696,0.361792975,0.068393635,0.014871826,0.363292737,0.353517249,0.180507477
 07/20  15:00:00,3.819340319,0,0,2.330970684,0.455844042,2.786814727,0.455844042,0.068393635,0.014871826,0.371630164,0.373168293,0.184031674
 07/20  16:00:00,4.106161502,0,0,2.451854952,0.474186738,2.926041691,0.474186738,0.072668242,0.015801314,0.421630105,0.441392688,0.208197463
 07/20  17:00:00,4.356479182,0,0,2.43582624,0.482661137,2.918487377,0.482661137,0.08549205,0.018589782,0.513351759,0.536221574,0.263906641
 07/20  18:00:00,4.325473639,0,0,2.279968032,0.457670129,2.737638161,0.457670129,0.136787229,0.029743653,0.470646037,0.582174785,0.318053774
 07/20  19:00:00,4.188944888,0,0,2.098176475,0.431106041,2.529282516,0.431106041,0.260750786,0.056698823,0.390763022,0.600918858,0.330100882
 07/20  20:00:00,3.877793103,0,0,1.640877246,0.370406711,2.011283957,0.370406711,0.470206256,0.102243785,0.351399773,0.621577648,0.300651683
 07/20  21:00:00,3.984790799,0,0,1.576686774,0.355907388,1.932594161,0.355907388,0.679661726,0.14778877,0.333592181,0.607066108,0.263657853
 07/20  22:00:00,3.441619175,0,0,1.401510446,0.318936674,1.72044712,0.318936674,0.568522052,0.123622036,0.273606106,0.525337918,0.209653943
 07/20  23:00:00,2.791566924,0,0,1.216366922,0.276831498,1.49319842,0.276831498,0.393263388,0.085512982,0.191094126,0.456508876,0.151559132
 07/20  24:00:00,2.127510151,0,0,1.025863108,0.233482781,1.259345889,0.233482781,0.205180949,0.044615468,0.133175846,0.377602375,0.087159624
